nome,nome-2,formaFarmaceutica,unidade,apresentacao,controlado,classificacao,via,precisa_revisao,motivos_revisao,validacao,Espécie,Medicamento
Equino,A.D.E Prado - frasco 50 mL,Solução Injetável,mL,Frasco de 50 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"A.D.E. Prado (Vitaminas A, D e E)"
Equino,Aba Gel Composto - seringa 9.6 g,Pasta Oral,g,Seringa de 9.6 g,False,Endectocida,Oral,False,Validação completa via API,Feito o ajuste,Equino,Aba Gel Composto (Abamectina + Praziquantel)
Equino,Abrilhantador Calbos - frasco 1 L,Solução Tópica,L,Frasco de 1 L,False,Cosmético,Tópica,False,Validação completa via API,Feito o ajuste,Equino,Abrilhantador Calbos
Equino,Abrilhantador Calbos - frasco 500 mL,Solução Tópica,mL,Frasco de 500 mL,False,Cosmético,Tópica,False,Validação completa via API,Feito o ajuste,Equino,Abrilhantador Calbos
Equino,Absorbine® Liniment Veterinary Gel,Gel,g,Pote de 340 g,False,Analgésico Tópico,Tópica,False,Validação completa via API,Feito o ajuste,Equino,Absorbine Veterinary Liniment Gel (Mentol)
Equino,Absorbine® Liniment Veterinary Liquido - frasco 475 mL,Solução Tópica,mL,Frasco de 475 mL,False,Analgésico Tópico,Tópica,False,Validação completa via API,Feito o ajuste,Equino,Absorbine Veterinary Liniment Líquido (Mentol)
Equino,Absorvit - embalagem 2 kg,Pó,kg,Pote de 2 kg,False,Suplemento Vitamínico Mineral,Oral,False,Validação completa via API,Feito o ajuste,Equino,Absorvit
Equino,Acepran® 1% - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Tranquilizante,IV,False,Validação completa via API,Feito o ajuste,Equino,Acepran 1% (Acepromazina)
Equino,Acepran® 1% - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Tranquilizante,IM,False,Validação completa via API,Feito o ajuste,Equino,Acepran 1% (Acepromazina)
Equino,Acepran® 1% - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Tranquilizante,IM,False,Validação completa via API,Feito o ajuste,Equino,Acepran 1% (Acepromazina)
Equino,Aceproven Injetável - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Tranquilizante,IM,False,Validação completa via API,Feito o ajuste,Equino,Aceproven Injetável (Acepromazina)
Equino,Aceproven Injetável - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Tranquilizante,IM,False,Validação completa via API,Feito o ajuste,Equino,Aceproven Injetável (Acepromazina)
Equino,Aceproven Injetável - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Tranquilizante,IV,False,Validação completa via API,Feito o ajuste,Equino,Aceproven Injetável (Acepromazina)
Equino,Aceproven Injetável - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Tranquilizante,IV,False,Validação completa via API,Feito o ajuste,Equino,Aceproven Injetável (Acepromazina)
Equino,Aceproven Injetável - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Tranquilizante,IM,False,Validação completa via API,Feito o ajuste,Equino,Aceproven Injetável (Acepromazina)
Equino,Aceproven Injetável - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Tranquilizante,IM,False,Validação completa via API,Feito o ajuste,Equino,Aceproven Injetável (Acepromazina)
Equino,Acetato de Deslorelina - Sincrorrelin,Solução Injetável,mL,Frasco-ampola de 10 mL,False,Hormônio,IM,False,Validação completa via API,Feito o ajuste,Equino,Sincrorrelin (Acetato de Deslorelina)
Equino,Acetato de Deslorelina - Sincrorrelin,Solução Injetável,mL,Frasco-ampola de 10 mL,False,Hormônio,IM,False,Validação completa via API,Feito o ajuste,Equino,Sincrorrelin (Acetato de Deslorelina)
Equino,Acetato de Desmopressina - ampola,Solução Injetável,mL,Ampola de 1 mL,False,Hormônio,IV,False,Validação completa via API,Feito o ajuste,Equino,Acetato de Desmopressina
Equino,Acetato de Retinol - ampola,Solução Injetável,mL,Ampola de 2 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,Acetato de Retinol (Vitamina A)
Equino,Acetato de Retinol - ampola,Solução Injetável,mL,Ampola de 2 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,Acetato de Retinol (Vitamina A)
Equino,Acetato de Retinol - ampola,Solução Injetável,mL,Ampola de 2 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,Acetato de Retinol (Vitamina A)
Equino,Acetato de Retinol - drágea,Drágea,unidade,Drágea,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,Acetato de Retinol (Vitamina A)
Equino,Acetato de Retinol - drágea,Drágea,unidade,Drágea,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,Acetato de Retinol (Vitamina A)
Equino,Acetato de Retinol - drágea,Drágea,unidade,Drágea,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,Acetato de Retinol (Vitamina A)
Equino,Acetato de Retinol - frasco 20 mL,Solução Injetável,mL,Frasco de 20 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,Acetato de Retinol (Vitamina A)
Equino,Acetato de Retinol - frasco 20 mL,Solução Injetável,mL,Frasco de 20 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,Acetato de Retinol (Vitamina A)
Equino,Acetato de Retinol - frasco 20 mL,Solução Injetável,mL,Frasco de 20 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,Acetato de Retinol (Vitamina A)
Equino,Acetato de retinol; aminoácidos; metionina; cloranfenicol - tubo 3.5 g,Pomada Oftálmica,g,Tubo de 3.5 g,False,Antiobótico Cicatrizante,Ocular,False,Validação completa via API,Feito o ajuste,Equino,Regencel (Retinol + Aminoácidos + Metionina + Cloranfenicol)
Equino,Acetazolamida - comprimido,Comprimido,mg,Comprimido de 250 mg,False,Diurético,Oral,False,Validação completa via API,Feito o ajuste,Equino,Acetazolamida
Equino,Acetazolamida - comprimido,Comprimido,mg,Comprimido de 250 mg,False,Diurético,Oral,False,Validação completa via API,Feito o ajuste,Equino,Acetazolamida
Equino,Acetazolamida - comprimido,Comprimido,mg,Comprimido de 250 mg,False,Diurético,Oral,False,Validação completa via API,Feito o ajuste,Equino,Acetazolamida
Equino,Acetilcisteína - ampola 3 mL,Solução Injetável,mL,Ampola de 3 mL,False,Mucolítico,IV,False,Validação completa via API,Feito o ajuste,Equino,Acetilcisteína
Equino,Acetilcisteína - comprimido efervescente,Comprimido Efervescente,mg,Comprimido de 600 mg,False,Mucolítico,Oral,False,Validação completa via API,Feito o ajuste,Equino,Acetilcisteína
Equino,Acetilcisteína - envelope 5 g,Pó Solúvel,g,Envelope de 5 g,False,Mucolítico,Oral,False,Validação completa via API,Feito o ajuste,Equino,Acetilcisteína
Equino,Acetilcisteína - xarope,Xarope,mL,Frasco de 120 mL,False,Mucolítico,Oral,False,Validação completa via API,Feito o ajuste,Equino,Acetilcisteína
Equino,ACH - 80 Desinfetante - bambona 5 L,Solução,L,Bombona de 5 L,False,Desinfetante,Ambiental,False,Validação completa via API,Feito o ajuste,Equino,ACH-80 Desinfetante
Equino,ACH - 80 Desinfetante - frasco 1 L,Solução,L,Frasco de 1 L,False,Desinfetante,Ambiental,False,Validação completa via API,Feito o ajuste,Equino,ACH-80 Desinfetante
Equino,Aciclovir - comprimido,Comprimido,mg,Comprimido de 400 mg,False,Antiviral,Oral,False,Validação completa via API,Feito o ajuste,Equino,Aciclovir
Equino,Ácido Acetilsalicílico - Agespirin,Pó,g,Pote de 500 g,False,Anti-inflamatório Não Esteroidal (AINE),Oral,False,Validação completa via API,Feito o ajuste,Equino,Agespirin (Ácido Acetilsalicílico)
Equino,Ácido Tranexâmico - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Ácido Tranexâmico - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Ácido Tranexâmico - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Ácido Tranexâmico - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Ácido Tranexâmico - comprimido,Comprimido,mg,Comprimido de 250 mg,False,Hemostático,Oral,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Ácido Tranexâmico - comprimido,Comprimido,mg,Comprimido de 250 mg,False,Hemostático,Oral,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Ácido Tranexâmico - comprimido,Comprimido,mg,Comprimido de 250 mg,False,Hemostático,Oral,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Ácido Tranexâmico - comprimido,Comprimido,mg,Comprimido de 250 mg,False,Hemostático,Oral,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Ácido Tranexâmico - solução injetável,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Ácido Tranexâmico - solução injetável,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Ácido Tranexâmico - solução injetável,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Ácido Tranexâmico - solução injetável,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV,False,Validação completa via API,Feito o ajuste,Equino,Ácido Tranexâmico
Equino,Aciendel Plus - frasco 1 L,Solução Tópica (Pour-On),L,Frasco de 1 L,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Equino,Aciendel Plus (Cipermetrina + Etion)
Equino,Aciendel Plus - frasco 2.5 L,Solução Tópica (Pour-On),L,Frasco de 2.5 L,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Equino,Aciendel Plus (Cipermetrina + Etion)
Equino,ACQUA Limp - Frasco 15 mL,Solução Oftálmica,mL,Frasco de 15 mL,False,Oftálmico,Ocular,False,Validação completa via API,Feito o ajuste,Equino,ACQUA Limp
Equino,Acura - frasco-ampola 25 mL,Suspensão Injetável,mL,Frasco-ampola de 25 mL,False,Antiobótico,IM,False,Validação completa via API,Feito o ajuste,Equino,Acura (Ceftiofur)
Equino,ADE Biox® - balde 10 kg,Pó,kg,Balde de 10 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Biox (Vitaminas A, D e E)"
Equino,ADE Biox® - balde 20 kg,Pó,kg,Balde de 20 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Biox (Vitaminas A, D e E)"
Equino,ADE Biox® - saco 1 kg,Pó,kg,Saco de 1 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Biox (Vitaminas A, D e E)"
Equino,Ade Farm B - balde 10 Kg,Pó,kg,Balde de 10 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"Ade Farm B (Vitaminas A, D e E)"
Equino,Ade Farm B - pacote 1 kg,Pó,kg,Pacote de 1 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"Ade Farm B (Vitaminas A, D e E)"
Equino,ADE Gold - balde 20 kg,Pó,kg,Balde de 20 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Gold (Vitaminas A, D e E)"
Equino,ADE Gold - pacote 1 kg,Pó,kg,Pacote de 1 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Gold (Vitaminas A, D e E)"
Equino,ADE Labovet - frasco 10 mL,Solução Injetável,mL,Frasco de 10 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Labovet (Vitaminas A, D e E)"
Equino,ADE Labovet - frasco 10 mL,Solução Injetável,mL,Frasco de 10 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Labovet (Vitaminas A, D e E)"
Equino,ADE Labovet - frasco 100 mL,Solução Injetável,mL,Frasco de 100 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Labovet (Vitaminas A, D e E)"
Equino,ADE Labovet - frasco 100 mL,Solução Injetável,mL,Frasco de 100 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Labovet (Vitaminas A, D e E)"
Equino,ADE Labovet - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Labovet (Vitaminas A, D e E)"
Equino,ADE Labovet - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Labovet (Vitaminas A, D e E)"
Equino,ADE Labovet - frasco 250 mL,Solução Injetável,mL,Frasco de 250 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Labovet (Vitaminas A, D e E)"
Equino,ADE Labovet - frasco 250 mL,Solução Injetável,mL,Frasco de 250 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Labovet (Vitaminas A, D e E)"
Equino,ADE Labovet - frasco 50 mL,Solução Injetável,mL,Frasco de 50 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Labovet (Vitaminas A, D e E)"
Equino,ADE Labovet - frasco 50 mL,Solução Injetável,mL,Frasco de 50 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Labovet (Vitaminas A, D e E)"
Equino,ADE Ouro® - frasco 10 mL,Solução Injetável,mL,Frasco de 10 mL,False,Suplemento Vitamínico,IM Profunda,False,Validação completa via API,Feito o ajuste,Equino,"ADE Ouro (Vitaminas A, D e E)"
Equino,ADE Ouro® - frasco 100 mL,Solução Injetável,mL,Frasco de 100 mL,False,Suplemento Vitamínico,IM Profunda,False,Validação completa via API,Feito o ajuste,Equino,"ADE Ouro (Vitaminas A, D e E)"
Equino,ADE Ouro® - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Suplemento Vitamínico,IM Profunda,False,Validação completa via API,Feito o ajuste,Equino,"ADE Ouro (Vitaminas A, D e E)"
Equino,ADE Ouro® - frasco 50 mL,Solução Injetável,mL,Frasco de 50 mL,False,Suplemento Vitamínico,IM Profunda,False,Validação completa via API,Feito o ajuste,Equino,"ADE Ouro (Vitaminas A, D e E)"
Equino,ADE Ouro® Pó - balde 10 kg,Pó,kg,Balde de 10 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Ouro Pó (Vitaminas A, D e E)"
Equino,ADE Ouro® Pó - balde 20 kg,Pó,kg,Balde de 20 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Ouro Pó (Vitaminas A, D e E)"
Equino,ADE Ouro® Pó - pouch 1 kg,Pó,kg,Pouch de 1 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Ouro Pó (Vitaminas A, D e E)"
Equino,ADE Ouro® Pó - saco 1 kg,Pó,kg,Saco de 1 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Ouro Pó (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 10 mL,Solução Injetável,mL,Frasco-ampola de 10 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 10 mL,Solução Injetável,mL,Frasco-ampola de 10 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 100 mL,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 100 mL,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 200 mL,Solução Injetável,mL,Frasco-ampola de 200 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 200 mL,Solução Injetável,mL,Frasco-ampola de 200 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 30 mL,Solução Injetável,mL,Frasco-ampola de 30 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 30 mL,Solução Injetável,mL,Frasco-ampola de 30 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 500 mL,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Perini - frasco-ampola 500 mL,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Equino,"ADE Perini (Vitaminas A, D e E)"
Equino,ADE Pó Vetbras - saco 1 kg,Pó,kg,Saco de 1 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Pó Vetbras (Vitaminas A, D e E)"
Equino,ADE Power Pó - balde 1 kg,Pó,kg,Balde de 1 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Power Pó (Vitaminas A, D e E)"
Equino,ADE Power Pó - balde 10 kg,Pó,kg,Balde de 10 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Power Pó (Vitaminas A, D e E)"
Equino,ADE Power Pó - balde 20 kg,Pó,kg,Balde de 20 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Power Pó (Vitaminas A, D e E)"
Equino,ADE Premix Vilavet® - balde 10 kg,Pó,kg,Balde de 10 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Premix Vilavet (Vitaminas A, D e E)"
Equino,ADE Premix Vilavet® - balde 20 kg,Pó,kg,Balde de 20 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Premix Vilavet (Vitaminas A, D e E)"
Equino,ADE Premix Vilavet® - saco 1 kg,Pó,kg,Saco de 1 kg,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"ADE Premix Vilavet (Vitaminas A, D e E)"
Equino,Adefarm Oral - frasco 100 mL,Solução Oral,mL,Frasco de 100 mL,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Equino,"Adefarm Oral (Vitaminas A, D e E)"
Equino,Adenozin - frasco 10 mL,Solução Injetável,mL,Frasco de 10 mL,False,Suplemento Energético,IV,False,Validação completa via API,Feito o ajuste,Equino,Adenozin (Fosfato de Adenosina)
Equino,Adenozin - frasco 10 mL,Solução Injetável,mL,Frasco de 10 mL,False,Suplemento Energético,IM,False,Validação completa via API,Feito o ajuste,Equino,Adenozin (Fosfato de Adenosina)
Equino,Adethor - frasco-ampola 250 mL,Solução Injetável,mL,Frasco-ampola de 250 mL,False,Suplemento Vitamínico,IM Profunda,False,Validação completa via API,Feito o ajuste,Equino,"Adethor (Vitaminas A, D e E)"
Equino,Adethor - frasco-ampola 250 mL,Solução Injetável,mL,Frasco-ampola de 250 mL,False,Suplemento Vitamínico,IM Profunda,False,Validação completa via API,Feito o ajuste,Equino,"Adethor (Vitaminas A, D e E)"
Equino,Adethor - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Suplemento Vitamínico,IM Profunda,False,Validação completa via API,Feito o ajuste,Equino,"Adethor (Vitaminas A, D e E)"
Equino,Adethor - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Suplemento Vitamínico,IM Profunda,False,Validação completa via API,Feito o ajuste,Equino,"Adethor (Vitaminas A, D e E)"
Equino,Adrenalina - Anestésico Bravet,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Simpaticomimético,IV,False,Validação completa via API,Feito o ajuste,Equino,Adrenalina Anestésico Bravet (Epinefrina)
Equino,Adrenalina - Anestésico Bravet,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Simpaticomimético,Intracardíaca,False,Validação completa via API,Feito o ajuste,Equino,Adrenalina Anestésico Bravet (Epinefrina)
Equino,Adrenalina - Anestésico Bravet,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Simpaticomimético,SC,False,Validação completa via API,Feito o ajuste,Equino,Adrenalina Anestésico Bravet (Epinefrina)
Equino,Adrenalina - Anestésico Bravet,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Simpaticomimético,IV,False,Validação completa via API,Feito o ajuste,Equino,Adrenalina Anestésico Bravet (Epinefrina)
Equino,Adrenalina - Sorolina,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Simpaticomimético,Intracardíaca,False,Validação completa via API,Feito o ajuste,Equino,Sorolina (Adrenalina)
Equino,Adrenalina - Sorolina,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Simpaticomimético,SC,False,Validação completa via API,Feito o ajuste,Equino,Sorolina (Adrenalina)
Equino,Adrenalina - Sorolina,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Simpaticomimético,IV,False,Validação completa via API,Feito o ajuste,Equino,Sorolina (Adrenalina)
Equino,Adrenalina - Sorolina,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Simpaticomimético,IV,False,Validação completa via API,Feito o ajuste,Equino,Sorolina (Adrenalina)
Equino,Afaste Granulado - frasco 480 g,Granulado,g,Frasco de 480 g,False,Repelente,Ambiental,False,Validação completa via API,Feito o ajuste,Equino,Afaste Granulado
