"nome","nome-2","formaFarmaceutica","unidade","apresentacao","controlado","classificacao","via"
"Equino","Acetato de Retinol - frasco 20 mL","Solução Injetável","mL","Frasco",False,"Suplemento","Oral"
"Equino","Acetato de Retinol - frasco 20 mL","Solução Injetável","mL","Frasco",False,"Suplemento","SC"
"Equino","Acetato de retinol; aminoácidos; metionina; cloranfenicol - tubo 3.5 g","Pomada oftálmica","g","Tubo",True,"Antibacteriano","Tópica"
"Equino","Acetazolamida - comprimido","Comprimido","mg","Comprimido",False,"Diurético","EV"
"Equino","Acetazolamida - comprimido","Comprimido","mg","Comprimido",False,"Diurético","SC"
"Equino","Acetazolamida - comprimido","Comprimido","mg","Comprimido",False,"Diurético","Oral"
"Equino","Acetilcisteína - ampola 3 mL","Solução Injetável","mL","Ampola",False,"Expectorante","Retal"
"Equino","Acetilcisteína - comprimido efervescente","Comprimido Efervescente","mL","Comprimido",False,"Expectorante","Retal"
"Equino","Acetilcisteína - envelope 5 g","Pó Solúvel","g","Envelope",False,"Expectorante","Retal"
"Equino","Acetilcisteína - xarope","Xarope","mL","xarope",False,"Expectorante","Retal"
"Equino","ACH - 80 Desinfetante - bambona 5 L","Solução Tópica","L","bambona",False,"Desinfetante","Ambiental"
"Equino","ACH - 80 Desinfetante - frasco 1 L","Solução Tópica","L","Frasco",False,"Desinfetante","Ambiental"
"Equino","Aciclovir - comprimido","Comprimido","mg","Comprimido",False,"Antiviral","Oral"
"Equino","Ácido Acetilsalicílico - Agespirin","Comprimido","kg","",False,"Anti-inflamatório Não Esteroidal (AINE)","Oral"
"Equino","Ácido Tranexâmico - ampola 5 mL","Solução Injetável","mL","Ampola",False,"Hemostático","IV Lenta"
"Equino","Ácido Tranexâmico - ampola 5 mL","Solução Injetável","mL","Ampola",False,"Hemostático","SC"
"Equino","Ácido Tranexâmico - ampola 5 mL","Solução Injetável","mL","Ampola",False,"Hemostático","IM"
"Equino","Ácido Tranexâmico - ampola 5 mL","Solução Injetável","mL","Ampola",False,"Hemostático","Oral"
"Equino","Ácido Tranexâmico - comprimido","Comprimido","mL","Comprimido",False,"Hemostático","Oral"
"Equino","Ácido Tranexâmico - comprimido","Comprimido","mL","Comprimido",False,"Hemostático","SC"
"Equino","Ácido Tranexâmico - comprimido","Comprimido","mL","Comprimido",False,"Hemostático","IM"
"Equino","Ácido Tranexâmico - comprimido","Comprimido","mL","Comprimido",False,"Hemostático","IV Lenta"
"Equino","Ácido Tranexâmico - solução injetável","Solução Injetável","mL","Injetável",False,"Hemostático","IM"
"Equino","Ácido Tranexâmico - solução injetável","Solução Injetável","mL","Injetável",False,"Hemostático","IV Lenta"
"Equino","Ácido Tranexâmico - solução injetável","Solução Injetável","mL","Injetável",False,"Hemostático","Oral"
"Equino","Ácido Tranexâmico - solução injetável","Solução Injetável","mL","Injetável",False,"Hemostático","SC"
"Equino","Aciendel Plus - frasco 1 L","Solução Tópica (Pour-On)","L","Frasco",False,"Ectoparasiticida","Pour On"
"Equino","Aciendel Plus - frasco 2.5 L","Solução Tópica (Pour-On)","L","Frasco",False,"Ectoparasiticida","Pour On"
"Equino","ACQUA Limp - Frasco 15 mL","Solução","mL","Frasco",False,"Oftálmico","Ocular"
"Equino","Acura - frasco-ampola 25 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","IM"
"Equino","ADE Biox® - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","ADE Biox® - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","ADE Biox® - saco 1 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Equino","Ade Farm B - balde 10 Kg","Pó","Kg","Balde",False,"Suplemento","Oral"
"Equino","Ade Farm B - pacote 1 kg","Pó","kg","Pacote",False,"Suplemento","Oral"
"Equino","ADE Gold - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","ADE Gold - pacote 1 kg","Pó","kg","Pacote",False,"Suplemento","Oral"
"Equino","ADE Labovet - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Vitamina","IM"
"Equino","ADE Labovet - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Vitamina","SC"
"Equino","ADE Labovet - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vitamina","IM"
"Equino","ADE Labovet - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vitamina","SC"
"Equino","ADE Labovet - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Vitamina","IM"
"Equino","ADE Labovet - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Vitamina","SC"
"Equino","ADE Labovet - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vitamina","IM"
"Equino","ADE Labovet - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vitamina","SC"
"Equino","ADE Labovet - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vitamina","IM"
"Equino","ADE Labovet - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vitamina","SC"
"Equino","ADE Ouro® - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Equino","ADE Ouro® - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Equino","ADE Ouro® - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Equino","ADE Ouro® - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Equino","ADE Ouro® Pó - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","ADE Ouro® Pó - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","ADE Ouro® Pó - pouch 1 kg","Pó","kg","pouch",False,"Suplemento","Oral"
"Equino","ADE Ouro® Pó - saco 1 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Equino","ADE Perini - frasco-ampola 10 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Equino","ADE Perini - frasco-ampola 10 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Equino","ADE Perini - frasco-ampola 100 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Equino","ADE Perini - frasco-ampola 100 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Equino","ADE Perini - frasco-ampola 200 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Equino","ADE Perini - frasco-ampola 200 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Equino","ADE Perini - frasco-ampola 30 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Equino","ADE Perini - frasco-ampola 30 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Equino","ADE Perini - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Equino","ADE Perini - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Equino","ADE Perini - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Equino","ADE Perini - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Equino","ADE Pó Vetbras - saco 1 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Equino","ADE Power Pó - balde 1 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","ADE Power Pó - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","ADE Power Pó - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","ADE Premix Vilavet® - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","ADE Premix Vilavet® - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","ADE Premix Vilavet® - saco 1 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Equino","Adefarm Oral - frasco 100 mL","Solução Oral","mL","Frasco",False,"Suplemento","Oral"
"Equino","Adenozin - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IV"
"Equino","Adenozin - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Equino","Adethor - frasco-ampola 250 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Equino","Adethor - frasco-ampola 250 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM Profunda"
"Equino","Adethor - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM Profunda"
"Equino","Adethor - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Equino","Adrenalina - Anestésico Bravet","Solução Injetável","mL","",False,"Simpaticomimético","Intratecal"
"Equino","Adrenalina - Anestésico Bravet","Solução Injetável","mL","",False,"Simpaticomimético","Intracardíaca"
"Equino","Adrenalina - Anestésico Bravet","Solução Injetável","mL","",False,"Simpaticomimético","SC"
"Equino","Adrenalina - Anestésico Bravet","Solução Injetável","mL","",False,"Simpaticomimético","IV (central ou periférica))"
"Equino","Adrenalina - Sorolina","Solução Injetável","mL","",False,"Simpaticomimético","Intracardíaca"
"Equino","Adrenalina - Sorolina","Solução Injetável","mL","",False,"Simpaticomimético","SC"
"Equino","Adrenalina - Sorolina","Solução Injetável","mL","",False,"Simpaticomimético","IV (central ou periférica))"
"Equino","Adrenalina - Sorolina","Solução Injetável","mL","",False,"Simpaticomimético","Intratecal"
"Equino","Afaste Granulado - frasco 480 g","Pó","g","Frasco",False,"Repelente","Ambiental"
"Equino","Afaste Líquido - frasco 1 L","Solução Tópica","L","Frasco",False,"Repelente","Ambiental"
"Equino","Afisterone - frasco 20 mL","Solução Injetável","mL","Frasco",False,"Hormônio","IM"
"Equino","Agita 1 GB - sachê 100 g","Pó Molhável","g","Sachê",False,"Ectoparasiticida","Ambiental"
"Equino","Agita 10 WG - pote plástico 1 kg","Pó Molhável","kg","Pote",False,"Ectoparasiticida","Ambiental"
"Equino","Agita 10 WG - pote plástico 100 g","Pó Molhável","g","Pote",False,"Ectoparasiticida","Ambiental"
"Equino","Agita 10 WG - pote plástico 250 g","Pó Molhável","g","Pote",False,"Ectoparasiticida","Ambiental"
"Equino","Agrolem - frasco-ampola , acompanhados de 25 diluentes estéreis","Pó para Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","IM Profunda"
"Equino","Agroplus® - frasco-ampola 100 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","SC"
"Equino","Agroplus® - frasco-ampola 100 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","IM"
"Equino","Agroplus® - frasco-ampola 20 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","SC"
"Equino","Agroplus® - frasco-ampola 20 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","IM"
"Equino","Agroplus® - frasco-ampola 250 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","SC"
"Equino","Agroplus® - frasco-ampola 250 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","IM"
"Equino","Agroplus® - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","IM"
"Equino","Agroplus® - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","SC"
"Equino","Agrosil 5 Mega - frasco ampola 15 mL","Pó para Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","IM Profunda"
"Equino","Agrosil 6 Milhões - frasco ampola 15 mL","Pó para Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","IM Profunda"
"Equino","Agrosil PPU - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","IM"
"Equino","Agrosil PPU - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","IM"
"Equino","Agrothal - frasco-ampola , com 6 frascos diluentes","Pó para Solução Injetável","UI","Frasco",False,"Antibacteriano","IM Profunda"
"Equino","Agrovet 5.000.000 - frasco-ampola 7.8 g","Pó para Solução Injetável","g","Frasco-ampola",False,"Antibacteriano","IM Profunda (Recomenda-se não injetar mais do que 10 mL em cada local.)"
"Equino","Agrovet PLUS - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","IM Profunda"
"Equino","Alantol® - bisnaga 25 g","Pomada","g","Bisnaga",False,"Cicatrizante","Tópica"
"Equino","Alantol® - bisnaga 250 g","Pomada","g","Bisnaga",False,"Cicatrizante","Tópica"
"Equino","Alantol® - bisnaga 60 g","Pomada","g","Bisnaga",False,"Cicatrizante","Tópica"
"Equino","Albendazol - Agebendazol 15%","Suspensão Oral","%","",False,"Endoparasiticida","SubCutânea"
"Equino","Albendazol - Ricobendazole 13,6% Chemitec","Suspensão Oral","%","",False,"Endoparasiticida","SubCutânea"
"Equino","Albuterol - 5 mg / mL, solução injetável","Solução Injetável","mg/mL","Injetável",False,"Broncodilatador","Oral"
"Equino","Albuterol - comprimido","Comprimido","mg","Comprimido",False,"Broncodilatador","Oral"
"Equino","Albuterol - xarope","Xarope","mL","xarope",False,"Broncodilatador","Oral"
"Equino","Alcance - lata aerossol 400 mL","Aerossol","mL","Lata",False,"Ectoparasiticida Ambiental","Ambiental"
"Equino","Algivet® - frasco ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Analgésico","IM"
"Equino","Algivet® - frasco ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Analgésico","IV"
"Equino","Aliflex Gel - pote 500 g","Gel","g","Pote",False,"Estética","Tópica"
"Equino","Aliflex Spray - spray 120 mL","Spray","mL","spray",False,"Estética","Tópica"
"Equino","Aliv V - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Expectorante","SC"
"Equino","Aliv V - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Expectorante","IM"
"Equino","Aliv V - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Expectorante","IV"
"Equino","Altec Pasta - seringa 6 g","Pasta","g","Seringa",False,"Endoparasiticida","Oral"
"Equino","Altrengest® - 0%, frasco-ampola , Altrenogest Injetável","Solução Oral","mL","Frasco-ampola",False,"Hormônio","IM"
"Equino","Altrenogest - Altrengest®","Solução Oral","mL","",False,"Hormônio","Oral"
"Equino","Alumex - bisnaga 100 g","Pomada","g","Bisnaga",False,"Anti-inflamatório Não Esteroidal (AINE)","Tópica"
"Equino","Alumex - pote 500 g","Pomada","g","Pote",False,"Anti-inflamatório Não Esteroidal (AINE)","Tópica"
"Equino","Amicacina - frasco-ampola 2 mL","Solução Injetável","mL","Frasco-ampola",True,"Antibacteriano","IV"
"Equino","Amicacina - frasco-ampola 2 mL","Solução Injetável","mL","Frasco-ampola",True,"Antibacteriano","IM"
"Equino","Amicacina - frasco-ampola 2 mL","Solução Injetável","mL","Frasco-ampola",True,"Antibacteriano","Intra-articular"
"Equino","Amino Equus Sport - balde 15 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","Amino Equus Sport - balde 2.5 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","Amino Equus Sport - balde 6 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","AminoBiox® - frasco 1 L","Solução Oral","L","Frasco",False,"Suplemento","Oral"
"Equino","AminoBiox® - frasco 5 L","Solução Oral","L","Frasco",False,"Suplemento","Oral"
"Equino","Aminofilina - solução injetável 10 mL","Solução Injetável","mL","Injetável",False,"Broncodilatador","EV"
"Equino","Aminofilina - solução injetável 10 mL","Solução Injetável","mL","Injetável",False,"Broncodilatador","Oral"
"Equino","Aminomix® Forte - balde 2.5 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","Aminomix® Forte - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","Aminomix® Forte - balde 5 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","Aminomix® Haras - saco 25 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Equino","Aminomix® Potros JCR - balde 8 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","Aminomix® Potros JCR - pote 3 kg","Pó","kg","Pote",False,"Suplemento","Oral"
"Equino","Aminopan Forte - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","Aminopan Forte - balde 5 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","Aminopan Forte - pote 1 kg","Pó","kg","Pote",False,"Suplemento","Oral"
"Equino","Aminopan Haras - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","Aminosal Cromo - balde 25 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","Aminosal Cromo - balde 5 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Equino","Amiodarona - comprimido","Comprimido","mg","Comprimido",False,"Antiarrítmico","EV"
"Equino","Amoxicilina - Agemoxi","Solução Injetável","mL","",False,"Antibacteriano","IM"
"Equino","Amoxicilina - Agemoxi","Solução Injetável","mL","",False,"Antibacteriano","SC"
"Equino","Amoxicilina - Agemoxi","Solução Injetável","mL","",False,"Antibacteriano","IV"
"Equino","Amoxicilina - Amoclox S","Suspensão Intramamária","g","",False,"Antibacteriano","IM"
"Equino","Amoxicilina - Amoclox S","Suspensão Intramamária","g","",False,"Antibacteriano","IV"
"Equino","Amoxicilina - Amoclox S","Suspensão Intramamária","g","",False,"Antibacteriano","SC"
"Equino","Amoxicilina - Amox J.A","Solução Injetável","mL","",False,"Antibacteriano","SC"
"Equino","Amoxicilina - Amox J.A","Solução Injetável","mL","",False,"Antibacteriano","IV"
"Equino","Amoxicilina - Amox J.A","Solução Injetável","mL","",False,"Antibacteriano","IM"
"Equino","Amoxicilina - Bactrosina","Solução Injetável","mL","",False,"Antibacteriano","IM"
"Equino","Amoxicilina - Bactrosina","Solução Injetável","mL","",False,"Antibacteriano","SC"
"Equino","Amoxicilina - Bactrosina","Solução Injetável","mL","",False,"Antibacteriano","IV"
"Equino","Amoxicilina - Clamoxyl","Solução Injetável","mL","",False,"Antibacteriano","IM"
"Equino","Amoxicilina - Clamoxyl","Solução Injetável","mL","",False,"Antibacteriano","IV"
"Equino","Amoxicilina - Clamoxyl","Solução Injetável","mL","",False,"Antibacteriano","SC"
"Equino","Amoxicilina - Clavacillin","Solução Injetável","mL","",False,"Antibacteriano","IV"
"Equino","Amoxicilina - Clavacillin","Solução Injetável","mL","",False,"Antibacteriano","SC"
"Equino","Amoxicilina - Clavacillin","Solução Injetável","mL","",False,"Antibacteriano","IM"
"Equino","Amoxicilina - Gentamox","Solução Injetável","mL","",False,"Antibacteriano","IM"
"Equino","Amoxicilina - Gentamox","Solução Injetável","mL","",False,"Antibacteriano","IV"
"Equino","Amoxicilina - Gentamox","Solução Injetável","mL","",False,"Antibacteriano","SC"
"Equino","Amoxicilina - Mastite Clínica VL®","Suspensão Intramamária","g","",False,"Antibacteriano","SC"
"Equino","Amoxicilina - Mastite Clínica VL®","Suspensão Intramamária","g","",False,"Antibacteriano","IM"
"Equino","Amoxicilina - Mastite Clínica VL®","Suspensão Intramamária","g","",False,"Antibacteriano","IV"
"Equino","Amoxicilina - Synulox LC","Suspensão Intramamária","g","",False,"Antibacteriano","SC"
"Equino","Amoxicilina - Synulox LC","Suspensão Intramamária","g","",False,"Antibacteriano","IV"
"Equino","Amoxicilina - Synulox LC","Suspensão Intramamária","g","",False,"Antibacteriano","IM"
"Equino","Amoxicilina - Vaseclox Mastite Aguda","Suspensão Intramamária","mL","",False,"Antibacteriano","IM"
"Equino","Amoxicilina - Vaseclox Mastite Aguda","Suspensão Intramamária","mL","",False,"Antibacteriano","IV"
"Equino","Amoxicilina - Vaseclox Mastite Aguda","Suspensão Intramamária","mL","",False,"Antibacteriano","SC"
"Equino","Amoxicilina + Clavulanato de Potássio - comprimido","Comprimido","mg","Comprimido",False,"Antibacteriano","SC"
"Equino","Amoxicilina + Clavulanato de Potássio - comprimido","Comprimido","mg","Comprimido",False,"Antibacteriano","IV"
"Equino","Amoxicilina + Clavulanato de Potássio - comprimido","Comprimido","mg","Comprimido",False,"Antibacteriano","IM"
"Equino","Amoxicilina + Clavulanato de Potássio - suspensão oral","Suspensão Oral","mL","",False,"Antibacteriano","IM"
"Equino","Amoxicilina + Clavulanato de Potássio - suspensão oral","Suspensão Oral","mL","",False,"Antibacteriano","SC"
"Equino","Amoxicilina + Clavulanato de Potássio - suspensão oral","Suspensão Oral","mL","",False,"Antibacteriano","IV"
"Equino","Ampicilina - Agroplus®","Solução Injetável","mL","",False,"Antibacteriano","IM"
"Equino","Ampicilina - Agroplus®","Solução Injetável","mL","",False,"Antibacteriano","IV"
"Equino","Ampicilina - Ampicilina Veterinária Injetável® 2g","Pó para Solução Injetável","g","Injetável",False,"Antibacteriano","IM"
"Equino","Ampicilina - Ampicilina Veterinária Injetável® 2g","Pó para Solução Injetável","g","Injetável",False,"Antibacteriano","IV"
"Equino","Ampicilina - Forticilina ‘S’ Injetável","Pó para Solução Injetável","g","Injetável",False,"Antibacteriano","IM"
"Equino","Ampicilina - Forticilina ‘S’ Injetável","Pó para Solução Injetável","g","Injetável",False,"Antibacteriano","IV"
"Equino","Ampicilina - Intramast","Suspensão Intramamária","g","",False,"Antibacteriano","IV"
"Equino","Ampicilina - Intramast","Suspensão Intramamária","g","",False,"Antibacteriano","IM"
"Equino","Ampicilina Veterinária Injetável® 2g - frasco-ampola , com ampola  de água destilada","Pó para Solução Injetável","mL","Ampola",False,"Antibacteriano","IM"
"Equino","Ampicilina Veterinária Injetável® 2g - frasco-ampola , com ampola  de água destilada","Pó para Solução Injetável","mL","Ampola",False,"Antibacteriano","IV"
"Equino","Analget - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Analgésico","EV"
"Equino","Analget - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Analgésico","IM"
"Equino","Analget - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Analgésico","IM"
"Equino","Analget - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Analgésico","EV"
"Equino","Analgex V - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Analgésico","IM"
"Equino","Analgex V - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Analgésico","SC"
"Equino","Analgex V - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Analgésico","IV"
"Equino","Anasedan - frasco 10 mL","Solução Injetável","mL","Frasco",True,"Sedativo","IV"
"Equino","Anasedan - frasco 10 mL","Solução Injetável","mL","Frasco",True,"Sedativo","IM"
"Equino","Androgenol - ampola 10 mL","Solução Injetável","mL","Ampola",True,"Hormônio","IM"
"Equino","Anemovit - ampola 10 mL","Solução Injetável","mL","Ampola",False,"Vitamina","IM"
"Equino","Anemovit - ampola 100 mL","Solução Injetável","mL","Ampola",False,"Vitamina","IM"
"Equino","Anemovit - ampola 20 mL","Solução Injetável","mL","Ampola",False,"Vitamina","IM"
