"nome","nome-2","formaFarmaceutica","unidade","apresentacao","controlado","classificacao","via"
"Bovino","Abamectina - Animax Gel","Gel","g","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Animax Pour-on","Solução Tópica (Pour-On)","L","Pour-On",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Animax Pour-on","Solução Tópica (Pour-On)","L","Pour-On",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Avotan®","Solução Injetável","mL","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Avotan®","Solução Injetável","mL","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Biatack AF","Solução Tópica (Pour-On)","mL","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Biatack AF","Solução Tópica (Pour-On)","mL","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Bio-Abavet","Solução Tópica (Pour-On)","mL","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Bio-Abavet","Solução Tópica (Pour-On)","mL","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Dispectin® - Abamectina 1%","Solução Injetável","mL","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Dispectin® - Abamectina 1%","Solução Injetável","mL","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Duotin","Solução Injetável","mL","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Duotin","Solução Injetável","mL","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Fluatac Duo®","Solução Tópica (Pour-On)","L","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Fluatac Duo®","Solução Tópica (Pour-On)","L","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Frigoboi Facilite®","Solução Tópica (Pour-On)","L","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Frigoboi Facilite®","Solução Tópica (Pour-On)","L","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Frigoboi Produção®","Solução Tópica (Pour-On)","mL","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Frigoboi Produção®","Solução Tópica (Pour-On)","mL","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Hiprabactin","Solução Injetável","mL","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Hiprabactin","Solução Injetável","mL","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Lancer","Solução Injetável","mL","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Lancer","Solução Injetável","mL","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Lancer LA","Solução Injetável","mL","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Lancer LA","Solução Injetável","mL","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - RUK","Solução Injetável","L","RUK",False,"Endoparasiticida","SC"
"Bovino","Abamectina - RUK","Solução Injetável","L","RUK",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Solution 3,5% L.A.","Solução Injetável","%","Solução",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Solution 3,5% L.A.","Solução Injetável","%","Solução",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Virbamax® LA Injetável","Solução Injetável","mL","Injetável",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Virbamax® LA Injetável","Solução Injetável","mL","Injetável",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Virbamax® Pour-on","Solução Tópica (Pour-On)","mL","Pour-On",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Virbamax® Pour-on","Solução Tópica (Pour-On)","mL","Pour-On",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Vitalmax","Solução Injetável","mL","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Vitalmax","Solução Injetável","mL","",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Vitalmax Pour-On","Solução Tópica (Pour-On)","mL","Pour-On",False,"Endoparasiticida","SC"
"Bovino","Abamectina - Vitalmax Pour-On","Solução Tópica (Pour-On)","mL","Pour-On",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Voss Produce","Solução Injetável","mL","",False,"Endoparasiticida","Tópica"
"Bovino","Abamectina - Voss Produce","Solução Injetável","mL","",False,"Endoparasiticida","SC"
"Bovino","Abamectina Allvet Injetável - frasco-ampola 1 L","Solução Injetável","L","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Abamectina Allvet Injetável - frasco-ampola 200 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Abamectina Allvet Injetável - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Abamectina Allvet Injetável - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Abamectina Allvet Pour On - frasco 1 L","Solução Tópica (Pour-On)","L","Frasco",False,"Endectoparasiticida","Pour On"
"Bovino","Abamectina Calbos® - frasco 1 L","Solução Injetável","L","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Abamectina Calbos® - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Abamectina Calbos® - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Abanox Injetável - frasco 1000 mL","Solução Injetável","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Abanox Injetável - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Abanox Injetável - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Abanox Injetável - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Abanox Pour On - frasco dosador 1000 mL","Solução Tópica (Pour-On)","mL","Frasco dosador",False,"Endectoparasiticida","Pour On"
"Bovino","Abathor - frasco-ampola 1 L","Solução Injetável","L","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Abathor - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Endectoparasiticida","SC"
"Bovino","Abor-Vac - frasco , com diluente","Solução Injetável","dose","Frasco",False,"Vacina","SC"
"Bovino","Abrilhantador Calbos - frasco 1 L","Solução Tópica","L","Frasco",False,"Estética","Tópica"
"Bovino","Abrilhantador Calbos - frasco 500 mL","Solução Tópica","mL","Frasco",False,"Estética","Tópica"
"Bovino","Absolut - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Absolut - frasco 500 mL","Solução Injetável","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Absorvit - embalagem 2 kg","Pó","kg","Embalagem",False,"Aditivo","Oral"
"Bovino","Acatak - frasco 1 L","Solução Tópica (Pour-On)","L","Frasco",False,"Ectoparasiticida","Pour On"
"Bovino","Acatak - galão 5 L","Solução Tópica (Pour-On)","L","Galão",False,"Ectoparasiticida","Pour On"
"Bovino","Accent - frasco , com frasco  de diluente","Pó para Solução Injetável","mL","Frasco",False,"Antibacteriano","IM"
"Bovino","Aceproven Injetável - frasco-ampola 20 mL","Solução Injetável","mL","Frasco-ampola",True,"Tranquilizante","SC"
"Bovino","Aceproven Injetável - frasco-ampola 20 mL","Solução Injetável","mL","Frasco-ampola",True,"Tranquilizante","IV"
"Bovino","Aceproven Injetável - frasco-ampola 20 mL","Solução Injetável","mL","Frasco-ampola",True,"Tranquilizante","IM"
"Bovino","Aceproven Injetável - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",True,"Tranquilizante","IM"
"Bovino","Aceproven Injetável - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",True,"Tranquilizante","IV"
"Bovino","Aceproven Injetável - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",True,"Tranquilizante","SC"
"Bovino","Acetato de Retinol - ampola","Solução Injetável","mL","Ampola",False,"Suplemento","IM"
"Bovino","Acetato de Retinol - ampola","Solução Injetável","mL","Ampola",False,"Suplemento","SC"
"Bovino","Acetato de Retinol - ampola","Solução Injetável","mL","Ampola",False,"Suplemento","Oral"
"Bovino","Acetato de Retinol - drágea","Drágea","mL","Drágea",False,"Suplemento","IM"
"Bovino","Acetato de Retinol - drágea","Drágea","mL","Drágea",False,"Suplemento","Oral"
"Bovino","Acetato de Retinol - drágea","Drágea","mL","Drágea",False,"Suplemento","SC"
"Bovino","Acetato de Retinol - frasco 20 mL","Solução Injetável","mL","Frasco",False,"Suplemento","SC"
"Bovino","Acetato de Retinol - frasco 20 mL","Solução Injetável","mL","Frasco",False,"Suplemento","Oral"
"Bovino","Acetato de Retinol - frasco 20 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Acetato de retinol; aminoácidos; metionina; cloranfenicol - tubo 3.5 g","Pomada oftálmica","g","Tubo",True,"Antibacteriano","Tópica"
"Bovino","Acetazolamida - comprimido","Comprimido","mg","Comprimido",False,"Diurético","SC"
"Bovino","Acetazolamida - comprimido","Comprimido","mg","Comprimido",False,"Diurético","EV"
"Bovino","Acetazolamida - comprimido","Comprimido","mg","Comprimido",False,"Diurético","Oral"
"Bovino","ACH - 80 Desinfetante - bambona 5 L","Solução Tópica","L","bambona",False,"Desinfetante","Ambiental"
"Bovino","ACH - 80 Desinfetante - frasco 1 L","Solução Tópica","L","Frasco",False,"Desinfetante","Ambiental"
"Bovino","Ácido Acetilsalicílico - Agespirin","Comprimido","kg","",False,"Anti-inflamatório Não Esteroidal (AINE)","Oral"
"Bovino","Ácido Tranexâmico - ampola 5 mL","Solução Injetável","mL","Ampola",False,"Hemostático","IV Lenta"
"Bovino","Ácido Tranexâmico - ampola 5 mL","Solução Injetável","mL","Ampola",False,"Hemostático","SC"
"Bovino","Ácido Tranexâmico - ampola 5 mL","Solução Injetável","mL","Ampola",False,"Hemostático","Oral"
"Bovino","Ácido Tranexâmico - ampola 5 mL","Solução Injetável","mL","Ampola",False,"Hemostático","IM"
"Bovino","Ácido Tranexâmico - comprimido","Comprimido","mL","Comprimido",False,"Hemostático","IM"
"Bovino","Ácido Tranexâmico - comprimido","Comprimido","mL","Comprimido",False,"Hemostático","SC"
"Bovino","Ácido Tranexâmico - comprimido","Comprimido","mL","Comprimido",False,"Hemostático","Oral"
"Bovino","Ácido Tranexâmico - comprimido","Comprimido","mL","Comprimido",False,"Hemostático","IV Lenta"
"Bovino","Ácido Tranexâmico - solução injetável","Solução Injetável","mL","Injetável",False,"Hemostático","SC"
"Bovino","Ácido Tranexâmico - solução injetável","Solução Injetável","mL","Injetável",False,"Hemostático","IM"
"Bovino","Ácido Tranexâmico - solução injetável","Solução Injetável","mL","Injetável",False,"Hemostático","IV Lenta"
"Bovino","Ácido Tranexâmico - solução injetável","Solução Injetável","mL","Injetável",False,"Hemostático","Oral"
"Bovino","Aciendel Plus - frasco 1 L","Solução Tópica (Pour-On)","L","Frasco",False,"Ectoparasiticida","Pour On"
"Bovino","Aciendel Plus - frasco 2.5 L","Solução Tópica (Pour-On)","L","Frasco",False,"Ectoparasiticida","Pour On"
"Bovino","ACQUA Limp - Frasco 15 mL","Solução","mL","Frasco",False,"Oftálmico","Ocular"
"Bovino","Acura - frasco-ampola 25 mL","Solução Injetável","mL","Frasco-ampola",False,"Antibacteriano","IM"
"Bovino","Adaptador MIN - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","Adaptador VIT - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","Ade-Tec - frasco 1 L","Solução Tópica (Pour-On)","L","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Ade-Tec - frasco 250 mL","Solução Tópica (Pour-On)","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Ade-Tec - frasco 50 mL","Solução Tópica (Pour-On)","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","Ade-Tec - frasco 500 mL","Solução Tópica (Pour-On)","mL","Frasco",False,"Endectoparasiticida","SC"
"Bovino","ADE - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Bovino","ADE - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Bovino","ADE - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Bovino","ADE Biox® - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Biox® - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Biox® - saco 1 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","ADE Calbov - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Calbov - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Calbov - saco 1 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","Ade Farm B - balde 10 Kg","Pó","Kg","Balde",False,"Suplemento","Oral"
"Bovino","Ade Farm B - pacote 1 kg","Pó","kg","Pacote",False,"Suplemento","Oral"
"Bovino","ADE Gold - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Gold - pacote 1 kg","Pó","kg","Pacote",False,"Suplemento","Oral"
"Bovino","ADE Labovet - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Vitamina","IM"
"Bovino","ADE Labovet - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Vitamina","SC"
"Bovino","ADE Labovet - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vitamina","IM"
"Bovino","ADE Labovet - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Vitamina","SC"
"Bovino","ADE Labovet - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Vitamina","IM"
"Bovino","ADE Labovet - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Vitamina","SC"
"Bovino","ADE Labovet - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vitamina","SC"
"Bovino","ADE Labovet - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vitamina","IM"
"Bovino","ADE Labovet - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vitamina","IM"
"Bovino","ADE Labovet - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vitamina","SC"
"Bovino","ADE Ouro® - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Bovino","ADE Ouro® - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Bovino","ADE Ouro® - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Bovino","ADE Ouro® - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Bovino","ADE Ouro® Pó - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Ouro® Pó - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Ouro® Pó - pouch 1 kg","Pó","kg","pouch",False,"Suplemento","Oral"
"Bovino","ADE Ouro® Pó - saco 1 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","ADE Perini - frasco-ampola 10 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Bovino","ADE Perini - frasco-ampola 10 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","ADE Perini - frasco-ampola 100 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Bovino","ADE Perini - frasco-ampola 100 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","ADE Perini - frasco-ampola 200 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","ADE Perini - frasco-ampola 200 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Bovino","ADE Perini - frasco-ampola 30 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","ADE Perini - frasco-ampola 30 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Bovino","ADE Perini - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","ADE Perini - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Bovino","ADE Perini - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Bovino","ADE Perini - frasco-ampola 500 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","ADE Phos Calbov® - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Phos Calbov® - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Phos Calbov® - pote 2 kg","Pó","kg","Pote",False,"Suplemento","Oral"
"Bovino","ADE Phos Calbov® - saco 1 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","ADE Phos Calbov® - saco 2 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","ADE Pó Vetbras - saco 1 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","ADE Power Injetável - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Suplemento","SC"
"Bovino","ADE Power Injetável - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","ADE Power Injetável - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","ADE Power Injetável - frasco 200 mL","Solução Injetável","mL","Frasco",False,"Suplemento","SC"
"Bovino","ADE Power Injetável - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Suplemento","SC"
"Bovino","ADE Power Injetável - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","ADE Power Pó - balde 1 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Power Pó - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Power Pó - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Premium® - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM Profunda"
"Bovino","ADE Premix Vilavet® - balde 10 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Premix Vilavet® - balde 20 kg","Pó","kg","Balde",False,"Suplemento","Oral"
"Bovino","ADE Premix Vilavet® - saco 1 kg","Pó","kg","Saco",False,"Suplemento","Oral"
"Bovino","ADE Syntec - frasco-ampola 250 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Bovino","ADE Syntec - frasco-ampola 250 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","ADE Syntec - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","ADE Syntec - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM"
"Bovino","Adefarm - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Adefarm - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Adefarm Oral - frasco 100 mL","Solução Oral","mL","Frasco",False,"Suplemento","Oral"
"Bovino","Adenozin - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IM"
"Bovino","Adenozin - frasco 10 mL","Solução Injetável","mL","Frasco",False,"Suplemento","IV"
"Bovino","Adental - frasco 100 mL","Solução Tópica","mL","Frasco",False,"Suplemento","IM"
"Bovino","Adental - frasco 100 mL","Solução Tópica","mL","Frasco",False,"Suplemento","SC"
"Bovino","Adethor - frasco-ampola 250 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM Profunda"
"Bovino","Adethor - frasco-ampola 250 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","Adethor - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","SC"
"Bovino","Adethor - frasco-ampola 50 mL","Solução Injetável","mL","Frasco-ampola",False,"Suplemento","IM Profunda"
"Bovino","Adrenalina - Anestésico Bravet","Solução Injetável","mL","",False,"Simpaticomimético","Intracardíaca"
"Bovino","Adrenalina - Anestésico Bravet","Solução Injetável","mL","",False,"Simpaticomimético","SC"
"Bovino","Adrenalina - Anestésico Bravet","Solução Injetável","mL","",False,"Simpaticomimético","IV (central ou periférica))"
"Bovino","Adrenalina - Anestésico Bravet","Solução Injetável","mL","",False,"Simpaticomimético","Intratecal"
"Bovino","Adrenalina - Sorolina","Solução Injetável","mL","",False,"Simpaticomimético","IV (central ou periférica))"
"Bovino","Adrenalina - Sorolina","Solução Injetável","mL","",False,"Simpaticomimético","SC"
"Bovino","Adrenalina - Sorolina","Solução Injetável","mL","",False,"Simpaticomimético","Intracardíaca"
"Bovino","Adrenalina - Sorolina","Solução Injetável","mL","",False,"Simpaticomimético","Intratecal"
"Bovino","Adtox® - big bag","Pó (Adsorvente)","kg","",False,"Aditivo","Oral"
"Bovino","Adtox® - saco multifoliado 25 kg","Pó","kg","Saco",False,"Aditivo","Oral"
"Bovino","Advocin 180 (A180) - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","EV"
"Bovino","Advocin 180 (A180) - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","IM"
"Bovino","Advocin 180 (A180) - frasco 100 mL","Solução Injetável","mL","Frasco",False,"Antibacteriano","SC"
"Bovino","Aerocid Total Prata - 5 g, frasco","Aerossol","g","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Aerocid Total Prata - 8 g, frasco","Aerossol","g","Frasco",False,"Ectoparasiticida","Tópica"
"Bovino","Afaste Granulado - frasco 480 g","Pó","g","Frasco",False,"Repelente","Ambiental"
"Bovino","Afaste Líquido - frasco 1 L","Solução Tópica","L","Frasco",False,"Repelente","Ambiental"
"Bovino","Afisterone - frasco 20 mL","Solução Injetável","mL","Frasco",False,"Hormônio","IM"
"Bovino","Aftobov - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Aftobov - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Aftobov - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Aftobov - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Aftogen Óleo - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Aftogen Óleo - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Aftogen Óleo - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Aftogen Óleo - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Aftomune - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
"Bovino","Aftomune - frasco 250 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Aftomune - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","IM"
"Bovino","Aftomune - frasco 50 mL","Solução Injetável","mL","Frasco",False,"Vacina","SC"
