nome,nome-2,formaFarmaceutica,unidade,apresentacao,controlado,classificacao,via,precisa_revisao,motivos_revisao,validacao,Espécie,Medicamento
Bovino,Abamectina - Abamectina Allvet Injetável,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Allvet Injetável
Bovino,Abamectina - Abamectina Allvet Injetável,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Allvet Injetável
Bovino,Abamectina - Abamectina Allvet Pour On,Solução Tópica (Pour-On),L,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Allvet Pour On
Bovino,Abamectina - Abamectina Allvet Pour On,Solução Tópica (Pour-On),L,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Allvet Pour On
Bovino,Abamectina - Abamectina Calbos®,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Calbos®
Bovino,Abamectina - Abamectina Calbos®,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Calbos®
Bovino,Abamectina - Abanox Injetável,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abanox Injetável (Abamectina 1%)
Bovino,Abamectina - Abanox Injetável,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abanox Injetável (Abamectina 1%)
Bovino,Abamectina - Abanox Pour On,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Abanox Pour On (Abamectina)
Bovino,Abamectina - Abanox Pour On,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Abanox Pour On (Abamectina)
Bovino,Abamectina - Abathor,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abathor (Abamectina 1%)
Bovino,Abamectina - Abathor,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abathor (Abamectina 1%)
Bovino,Abamectina - Animax Duo,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Animax Duo (Abamectina + Fluazuron)
Bovino,Abamectina - Animax Duo,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Animax Duo (Abamectina + Fluazuron)
Bovino,Abamectina - Animax Gel,Gel Oral,g,Seringa,False,Endectoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Equino,Animax Gel (Abamectina)
Bovino,Abamectina - Animax Gel,Gel Oral,g,Seringa,False,Endectoparasiticida,Oral,False,Validação completa via API,Feito o ajuste,Equino,Animax Gel (Abamectina)
Bovino,Abamectina - Animax Pour-on,Solução Tópica (Pour-On),L,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Animax Pour-on (Abamectina)
Bovino,Abamectina - Animax Pour-on,Solução Tópica (Pour-On),L,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Animax Pour-on (Abamectina)
Bovino,Abamectina - Avotan®,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Avotan® (Abamectina)
Bovino,Abamectina - Avotan®,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Avotan® (Abamectina)
Bovino,Abamectina - Biatack AF,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Biatack AF (Abamectina + Fluazuron)
Bovino,Abamectina - Biatack AF,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Biatack AF (Abamectina + Fluazuron)
Bovino,Abamectina - Bio-Abavet,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Bio-Abavet
Bovino,Abamectina - Bio-Abavet,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Bio-Abavet
Bovino,Abamectina - Dispectin® - Abamectina 1%,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Dispectin® - Abamectina 1%
Bovino,Abamectina - Dispectin® - Abamectina 1%,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Dispectin® - Abamectina 1%
Bovino,Abamectina - Duotin,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Duotin (Abamectina 1%)
Bovino,Abamectina - Duotin,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Duotin (Abamectina 1%)
Bovino,Abamectina - Fluatac Duo®,Solução Tópica (Pour-On),L,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Fluatac Duo® (Fluazuron + Abamectina)
Bovino,Abamectina - Fluatac Duo®,Solução Tópica (Pour-On),L,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Fluatac Duo® (Fluazuron + Abamectina)
Bovino,Abamectina - Frigoboi Facilite®,Solução Tópica (Pour-On),L,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Frigoboi Facilite®
Bovino,Abamectina - Frigoboi Facilite®,Solução Tópica (Pour-On),L,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Frigoboi Facilite®
Bovino,Abamectina - Frigoboi Produção®,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Frigoboi Produção®
Bovino,Abamectina - Frigoboi Produção®,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Frigoboi Produção®
Bovino,Abamectina - Hiprabactin,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Hiprabactin
Bovino,Abamectina - Hiprabactin,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Hiprabactin
Bovino,Abamectina - Lancer,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Lancer (Abamectina 1%)
Bovino,Abamectina - Lancer,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Lancer (Abamectina 1%)
Bovino,Abamectina - Lancer LA,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Lancer LA (Abamectina)
Bovino,Abamectina - Lancer LA,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Lancer LA (Abamectina)
Bovino,Abamectina - RUK,Solução Injetável,L,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,RUK (Abamectina)
Bovino,Abamectina - RUK,Solução Injetável,L,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,RUK (Abamectina)
Bovino,"Abamectina - Solution 3,5% L.A.",Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,"Solution 3,5% L.A."
Bovino,"Abamectina - Solution 3,5% L.A.",Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,"Solution 3,5% L.A."
Bovino,Abamectina - Virbamax® LA Injetável,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Virbamax® LA Injetável
Bovino,Abamectina - Virbamax® LA Injetável,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Virbamax® LA Injetável
Bovino,Abamectina - Virbamax® Pour-on,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Virbamax® Pour-on
Bovino,Abamectina - Virbamax® Pour-on,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Virbamax® Pour-on
Bovino,Abamectina - Vitalmax,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Vitalmax (Abamectina)
Bovino,Abamectina - Vitalmax,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Vitalmax (Abamectina)
Bovino,Abamectina - Vitalmax Pour-On,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Vitalmax Pour-On
Bovino,Abamectina - Vitalmax Pour-On,Solução Tópica (Pour-On),mL,Frasco aplicador,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Vitalmax Pour-On
Bovino,Abamectina - Voss Produce,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Voss Produce (Abamectina)
Bovino,Abamectina - Voss Produce,Solução Injetável,mL,Frasco-ampola,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Voss Produce (Abamectina)
Bovino,Abamectina Allvet Injetável - frasco-ampola 1 L,Solução Injetável,L,Frasco-ampola de 1 L,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Allvet Injetável
Bovino,Abamectina Allvet Injetável - frasco-ampola 200 mL,Solução Injetável,mL,Frasco-ampola de 200 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Allvet Injetável
Bovino,Abamectina Allvet Injetável - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Allvet Injetável
Bovino,Abamectina Allvet Injetável - frasco-ampola 500 mL,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Allvet Injetável
Bovino,Abamectina Allvet Pour On - frasco 1 L,Solução Tópica (Pour-On),L,Frasco aplicador de 1 L,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Allvet Pour On
Bovino,Abamectina Calbos® - frasco 1 L,Solução Injetável,L,Frasco de 1 L,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Calbos®
Bovino,Abamectina Calbos® - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Calbos®
Bovino,Abamectina Calbos® - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abamectina Calbos®
Bovino,Abanox Injetável - frasco 1000 mL,Solução Injetável,mL,Frasco de 1000 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abanox Injetável
Bovino,Abanox Injetável - frasco 200 mL,Solução Injetável,mL,Frasco de 200 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abanox Injetável
Bovino,Abanox Injetável - frasco 50 mL,Solução Injetável,mL,Frasco de 50 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abanox Injetável
Bovino,Abanox Injetável - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abanox Injetável
Bovino,Abanox Pour On - frasco dosador 1000 mL,Solução Tópica (Pour-On),mL,Frasco dosador de 1000 mL,False,Endectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Abanox Pour On
Bovino,Abathor - frasco-ampola 1 L,Solução Injetável,L,Frasco-ampola de 1 L,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abathor (Abamectina 1%)
Bovino,Abathor - frasco-ampola 500 mL,Solução Injetável,mL,Frasco-ampola de 500 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abathor (Abamectina 1%)
Bovino,"Abor-Vac - frasco , com diluente",Liofilizado para Suspensão Injetável,dose,Frasco ampola com diluente,False,Vacina,SC,False,Validação completa via API,Feito o ajuste,Bovino,Abor-Vac (Vacina Brucelose Amostra 19)
Bovino,Abrilhantador Calbos - frasco 1 L,Solução Tópica,L,Frasco de 1 L,False,Estética,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Abrilhantador Calbos
Bovino,Abrilhantador Calbos - frasco 500 mL,Solução Tópica,mL,Frasco de 500 mL,False,Estética,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Abrilhantador Calbos
Bovino,Absolut - frasco 50 mL,Solução Injetável,mL,Frasco de 50 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Absolut (Ivermectina LA)
Bovino,Absolut - frasco 500 mL,Solução Injetável,mL,Frasco de 500 mL,False,Endectoparasiticida,SC,False,Validação completa via API,Feito o ajuste,Bovino,Absolut (Ivermectina LA)
Bovino,Absorvit - embalagem 2 kg,Pó,kg,Embalagem de 2 kg,False,Aditivo Alimentar,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Absorvit
Bovino,Acatak - frasco 1 L,Solução Tópica (Pour-On),L,Frasco de 1 L,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Acatak (Fluazuron 2.5%)
Bovino,Acatak - galão 5 L,Solução Tópica (Pour-On),L,Galão de 5 L,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Acatak (Fluazuron 2.5%)
Bovino,"Accent - frasco , com frasco  de diluente",Pó para Solução Injetável,g,Frasco com diluente,False,Antibacteriano,IM,False,Validação completa via API,Feito o ajuste,Bovino,Accent (Ceftiofur Sódico)
Bovino,Aceproven Injetável - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,True,Tranquilizante,IM,False,Validação completa via API,Feito o ajuste,Bovino,Aceproven Injetável (Acepromazina 1%)
Bovino,Aceproven Injetável - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,True,Tranquilizante,IV,False,Validação completa via API,Feito o ajuste,Bovino,Aceproven Injetável (Acepromazina 1%)
Bovino,Aceproven Injetável - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,True,Tranquilizante,IM,False,Validação completa via API,Feito o ajuste,Bovino,Aceproven Injetável (Acepromazina 1%)
Bovino,Aceproven Injetável - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,True,Tranquilizante,IM,False,Validação completa via API,Feito o ajuste,Bovino,Aceproven Injetável (Acepromazina 1%)
Bovino,Aceproven Injetável - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,True,Tranquilizante,IV,False,Validação completa via API,Feito o ajuste,Bovino,Aceproven Injetável (Acepromazina 1%)
Bovino,Aceproven Injetável - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,True,Tranquilizante,IM,False,Validação completa via API,Feito o ajuste,Bovino,Aceproven Injetável (Acepromazina 1%)
Bovino,Acetato de Retinol - ampola,Solução Injetável,mL,Ampola,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Bovino,Acetato de Retinol (Vitamina A)
Bovino,Acetato de Retinol - ampola,Solução Injetável,mL,Ampola,False,Suplemento Vitamínico,SC,False,Validação completa via API,Feito o ajuste,Bovino,Acetato de Retinol (Vitamina A)
Bovino,Acetato de Retinol - ampola,Solução Injetável,mL,Ampola,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Bovino,Acetato de Retinol (Vitamina A)
Bovino,Acetato de Retinol - drágea,Drágea,g,Drágea,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Acetato de Retinol (Vitamina A)
Bovino,Acetato de Retinol - drágea,Drágea,g,Drágea,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Acetato de Retinol (Vitamina A)
Bovino,Acetato de Retinol - drágea,Drágea,g,Drágea,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Acetato de Retinol (Vitamina A)
Bovino,Acetato de Retinol - frasco 20 mL,Solução Injetável,mL,Frasco de 20 mL,False,Suplemento Vitamínico,SC,False,Validação completa via API,Feito o ajuste,Bovino,Acetato de Retinol (Vitamina A)
Bovino,Acetato de Retinol - frasco 20 mL,Solução Oral,mL,Frasco de 20 mL,False,Suplemento Vitamínico,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Acetato de Retinol (Vitamina A)
Bovino,Acetato de Retinol - frasco 20 mL,Solução Injetável,mL,Frasco de 20 mL,False,Suplemento Vitamínico,IM,False,Validação completa via API,Feito o ajuste,Bovino,Acetato de Retinol (Vitamina A)
Bovino,Acetato de retinol; aminoácidos; metionina; cloranfenicol - tubo 3.5 g,Pomada Oftálmica,g,Tubo de 3.5 g,False,Antibacteriano,Ocular,False,Validação completa via API,Feito o ajuste,Bovino,Pomada Oftálmica de Cloranfenicol e Vitaminas
Bovino,Acetazolamida - comprimido,Comprimido,mg,Comprimido,False,Diurético,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Acetazolamida
Bovino,Acetazolamida - comprimido,Comprimido,mg,Comprimido,False,Diurético,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Acetazolamida
Bovino,Acetazolamida - comprimido,Comprimido,mg,Comprimido,False,Diurético,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Acetazolamida
Bovino,ACH - 80 Desinfetante - bambona 5 L,Solução Desinfetante,L,Bombona de 5 L,False,Desinfetante,Ambiental,False,Validação completa via API,Feito o ajuste,Bovino,ACH - 80 Desinfetante
Bovino,ACH - 80 Desinfetante - frasco 1 L,Solução Desinfetante,L,Frasco de 1 L,False,Desinfetante,Ambiental,False,Validação completa via API,Feito o ajuste,Bovino,ACH - 80 Desinfetante
Bovino,Ácido Acetilsalicílico - Agespirin,Pó,g,Pote,False,Anti-inflamatório Não Esteroidal (AINE),Oral,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Acetilsalicílico
Bovino,Ácido Tranexâmico - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV Lenta,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Ácido Tranexâmico - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV Lenta,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Ácido Tranexâmico - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV Lenta,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Ácido Tranexâmico - ampola 5 mL,Solução Injetável,mL,Ampola de 5 mL,False,Hemostático,IV Lenta,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Ácido Tranexâmico - comprimido,Comprimido,mg,Comprimido,False,Hemostático,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Ácido Tranexâmico - comprimido,Comprimido,mg,Comprimido,False,Hemostático,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Ácido Tranexâmico - comprimido,Comprimido,mg,Comprimido,False,Hemostático,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Ácido Tranexâmico - comprimido,Comprimido,mg,Comprimido,False,Hemostático,Oral,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Ácido Tranexâmico - solução injetável,Solução Injetável,mL,Frasco,False,Hemostático,IV Lenta,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Ácido Tranexâmico - solução injetável,Solução Injetável,mL,Frasco,False,Hemostático,IV Lenta,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Ácido Tranexâmico - solução injetável,Solução Injetável,mL,Frasco,False,Hemostático,IV Lenta,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Ácido Tranexâmico - solução injetável,Solução Injetável,mL,Frasco,False,Hemostático,IV Lenta,False,Validação completa via API,Feito o ajuste,Bovino,Ácido Tranexâmico
Bovino,Aciendel Plus - frasco 1 L,Solução Tópica (Pour-On),L,Frasco de 1 L,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Aciendel Plus (Cipermetrina + Clorpirifós + Fluazuron)
Bovino,Aciendel Plus - frasco 2.5 L,Solução Tópica (Pour-On),L,Frasco de 2.5 L,False,Ectoparasiticida,Tópica,False,Validação completa via API,Feito o ajuste,Bovino,Aciendel Plus (Cipermetrina + Clorpirifós + Fluazuron)
